id;pesid;data_inversa;dia_semana;horario;uf;br;km;municipio;causa_principal;causa_acidente;ordem_tipo_acidente;tipo_acidente;classificacao_acidente;fase_dia;sentido_via;condicao_metereologica;tipo_pista;tracado_via;uso_solo;id_veiculo;tipo_veiculo;marca;ano_fabricacao_veiculo;tipo_envolvido;estado_fisico;idade;sexo;ilesos;feridos_leves;feridos_graves;mortos;latitude;longitude;regional;delegacia;uop
582847;1297460;23/02/2024;sexta-feira;18:51:00;RS;290;101,6;PORTO ALEGRE;Sim;Ausência de reação do condutor;2;Tombamento;Com Vítimas Feridas;Anoitecer;Crescente;Céu Claro;Múltipla;Reta;Sim;1039250;Automóvel;FIAT/PALIO WEEK HLX FLEX;2006;Condutor;Ileso;28;Feminino;1;0;0;0;-29,985779;-51,246201;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
582847;1297461;23/02/2024;sexta-feira;18:51:00;RS;290;101,6;PORTO ALEGRE;Sim;Ausência de reação do condutor;1;Colisão traseira;Com Vítimas Feridas;Anoitecer;Crescente;Céu Claro;Múltipla;Reta;Sim;1039251;Motocicleta;SUNDOWN/MAX 125 SED;2008;Condutor;Lesões Leves;19;Masculino;0;1;0;0;-29,985779;-51,246201;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
582847;1297468;23/02/2024;sexta-feira;18:51:00;RS;290;101,6;PORTO ALEGRE;Sim;Ausência de reação do condutor;1;Colisão traseira;Com Vítimas Feridas;Anoitecer;Crescente;Céu Claro;Múltipla;Reta;Sim;1039250;Automóvel;FIAT/PALIO WEEK HLX FLEX;2006;Passageiro;Ileso;27;Masculino;1;0;0;0;-29,985779;-51,246201;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
582847;1297467;23/02/2024;sexta-feira;18:51:00;RS;290;101,6;PORTO ALEGRE;Sim;Ausência de reação do condutor;1;Colisão traseira;Com Vítimas Feridas;Anoitecer;Crescente;Céu Claro;Múltipla;Reta;Sim;1039250;Automóvel;FIAT/PALIO WEEK HLX FLEX;2006;Passageiro;Ileso;57;Feminino;1;0;0;0;-29,985779;-51,246201;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
582847;1297466;23/02/2024;sexta-feira;18:51:00;RS;290;101,6;PORTO ALEGRE;Sim;Ausência de reação do condutor;1;Colisão traseira;Com Vítimas Feridas;Anoitecer;Crescente;Céu Claro;Múltipla;Reta;Sim;1039250;Automóvel;FIAT/PALIO WEEK HLX FLEX;2006;Passageiro;Ileso;65;Masculino;1;0;0;0;-29,985779;-51,246201;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
582847;1297460;23/02/2024;sexta-feira;18:51:00;RS;290;101,6;PORTO ALEGRE;Sim;Ausência de reação do condutor;1;Colisão traseira;Com Vítimas Feridas;Anoitecer;Crescente;Céu Claro;Múltipla;Reta;Sim;1039250;Automóvel;FIAT/PALIO WEEK HLX FLEX;2006;Condutor;Ileso;28;Feminino;1;0;0;0;-29,985779;-51,246201;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
582860;1297475;23/02/2024;sexta-feira;20:00:00;RS;290;100;PORTO ALEGRE;Sim;Estacionar ou parar em local proibido;2;Derramamento de carga;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Dupla;Reta;Sim;1039257;Automóvel;FIAT/PALIO ATTRACTIV 1.0;2016;Passageiro;Ileso;27;Feminino;1;0;0;0;-29,988646;-51,236553;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
582860;1297471;23/02/2024;sexta-feira;20:00:00;RS;290;100;PORTO ALEGRE;Sim;Estacionar ou parar em local proibido;2;Derramamento de carga;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Dupla;Reta;Sim;1039257;Automóvel;FIAT/PALIO ATTRACTIV 1.0;2016;Condutor;Lesões Leves;30;Masculino;0;1;0;0;-29,988646;-51,236553;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
582860;1297473;23/02/2024;sexta-feira;20:00:00;RS;290;100;PORTO ALEGRE;Sim;Estacionar ou parar em local proibido;2;Derramamento de carga;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Dupla;Reta;Sim;1039257;Automóvel;FIAT/PALIO ATTRACTIV 1.0;2016;Passageiro;Lesões Leves;28;Masculino;0;1;0;0;-29,988646;-51,236553;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
582860;1297478;23/02/2024;sexta-feira;20:00:00;RS;290;100;PORTO ALEGRE;Sim;Estacionar ou parar em local proibido;2;Derramamento de carga;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Dupla;Reta;Sim;1039258;Caminhão;FORD/CARGO 4432 E;2007;Condutor;Ileso;34;Masculino;1;0;0;0;-29,988646;-51,236553;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
582860;1297481;23/02/2024;sexta-feira;20:00:00;RS;290;100;PORTO ALEGRE;Sim;Estacionar ou parar em local proibido;2;Derramamento de carga;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Dupla;Reta;Sim;NA;NA;NA/NA;NA;Testemunha;Não Informado;NA;Não Informado;0;0;0;0;-29,988646;-51,236553;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
582860;1297475;23/02/2024;sexta-feira;20:00:00;RS;290;100;PORTO ALEGRE;Não;Manobra de mudança de faixa;2;Derramamento de carga;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Dupla;Reta;Sim;1039257;Automóvel;FIAT/PALIO ATTRACTIV 1.0;2016;Passageiro;Ileso;27;Feminino;1;0;0;0;-29,988646;-51,236553;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
582860;1297471;23/02/2024;sexta-feira;20:00:00;RS;290;100;PORTO ALEGRE;Não;Manobra de mudança de faixa;2;Derramamento de carga;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Dupla;Reta;Sim;1039257;Automóvel;FIAT/PALIO ATTRACTIV 1.0;2016;Condutor;Lesões Leves;30;Masculino;0;1;0;0;-29,988646;-51,236553;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
582860;1297473;23/02/2024;sexta-feira;20:00:00;RS;290;100;PORTO ALEGRE;Não;Manobra de mudança de faixa;2;Derramamento de carga;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Dupla;Reta;Sim;1039257;Automóvel;FIAT/PALIO ATTRACTIV 1.0;2016;Passageiro;Lesões Leves;28;Masculino;0;1;0;0;-29,988646;-51,236553;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
582860;1297478;23/02/2024;sexta-feira;20:00:00;RS;290;100;PORTO ALEGRE;Não;Manobra de mudança de faixa;2;Derramamento de carga;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Dupla;Reta;Sim;1039258;Caminhão;FORD/CARGO 4432 E;2007;Condutor;Ileso;34;Masculino;1;0;0;0;-29,988646;-51,236553;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
582860;1297481;23/02/2024;sexta-feira;20:00:00;RS;290;100;PORTO ALEGRE;Não;Manobra de mudança de faixa;2;Derramamento de carga;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Dupla;Reta;Sim;NA;NA;NA/NA;NA;Testemunha;Não Informado;NA;Não Informado;0;0;0;0;-29,988646;-51,236553;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
582860;1297475;23/02/2024;sexta-feira;20:00:00;RS;290;100;PORTO ALEGRE;Sim;Estacionar ou parar em local proibido;3;Capotamento;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Dupla;Reta;Sim;1039257;Automóvel;FIAT/PALIO ATTRACTIV 1.0;2016;Passageiro;Ileso;27;Feminino;1;0;0;0;-29,988646;-51,236553;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
582860;1297471;23/02/2024;sexta-feira;20:00:00;RS;290;100;PORTO ALEGRE;Sim;Estacionar ou parar em local proibido;3;Capotamento;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Dupla;Reta;Sim;1039257;Automóvel;FIAT/PALIO ATTRACTIV 1.0;2016;Condutor;Lesões Leves;30;Masculino;0;1;0;0;-29,988646;-51,236553;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
582860;1297473;23/02/2024;sexta-feira;20:00:00;RS;290;100;PORTO ALEGRE;Sim;Estacionar ou parar em local proibido;3;Capotamento;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Dupla;Reta;Sim;1039257;Automóvel;FIAT/PALIO ATTRACTIV 1.0;2016;Passageiro;Lesões Leves;28;Masculino;0;1;0;0;-29,988646;-51,236553;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
582860;1297478;23/02/2024;sexta-feira;20:00:00;RS;290;100;PORTO ALEGRE;Sim;Estacionar ou parar em local proibido;3;Capotamento;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Dupla;Reta;Sim;1039258;Caminhão;FORD/CARGO 4432 E;2007;Condutor;Ileso;34;Masculino;1;0;0;0;-29,988646;-51,236553;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
582860;1297481;23/02/2024;sexta-feira;20:00:00;RS;290;100;PORTO ALEGRE;Sim;Estacionar ou parar em local proibido;3;Capotamento;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Dupla;Reta;Sim;NA;NA;NA/NA;NA;Testemunha;Não Informado;NA;Não Informado;0;0;0;0;-29,988646;-51,236553;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
582860;1297475;23/02/2024;sexta-feira;20:00:00;RS;290;100;PORTO ALEGRE;Não;Manobra de mudança de faixa;3;Capotamento;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Dupla;Reta;Sim;1039257;Automóvel;FIAT/PALIO ATTRACTIV 1.0;2016;Passageiro;Ileso;27;Feminino;1;0;0;0;-29,988646;-51,236553;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
582860;1297471;23/02/2024;sexta-feira;20:00:00;RS;290;100;PORTO ALEGRE;Não;Manobra de mudança de faixa;3;Capotamento;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Dupla;Reta;Sim;1039257;Automóvel;FIAT/PALIO ATTRACTIV 1.0;2016;Condutor;Lesões Leves;30;Masculino;0;1;0;0;-29,988646;-51,236553;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
582860;1297473;23/02/2024;sexta-feira;20:00:00;RS;290;100;PORTO ALEGRE;Não;Manobra de mudança de faixa;3;Capotamento;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Dupla;Reta;Sim;1039257;Automóvel;FIAT/PALIO ATTRACTIV 1.0;2016;Passageiro;Lesões Leves;28;Masculino;0;1;0;0;-29,988646;-51,236553;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
582860;1297478;23/02/2024;sexta-feira;20:00:00;RS;290;100;PORTO ALEGRE;Não;Manobra de mudança de faixa;3;Capotamento;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Dupla;Reta;Sim;1039258;Caminhão;FORD/CARGO 4432 E;2007;Condutor;Ileso;34;Masculino;1;0;0;0;-29,988646;-51,236553;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
582860;1297481;23/02/2024;sexta-feira;20:00:00;RS;290;100;PORTO ALEGRE;Não;Manobra de mudança de faixa;3;Capotamento;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Dupla;Reta;Sim;NA;NA;NA/NA;NA;Testemunha;Não Informado;NA;Não Informado;0;0;0;0;-29,988646;-51,236553;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
582860;1297475;23/02/2024;sexta-feira;20:00:00;RS;290;100;PORTO ALEGRE;Sim;Estacionar ou parar em local proibido;1;Colisão traseira;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Dupla;Reta;Sim;1039257;Automóvel;FIAT/PALIO ATTRACTIV 1.0;2016;Passageiro;Ileso;27;Feminino;1;0;0;0;-29,988646;-51,236553;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
582860;1297471;23/02/2024;sexta-feira;20:00:00;RS;290;100;PORTO ALEGRE;Sim;Estacionar ou parar em local proibido;1;Colisão traseira;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Dupla;Reta;Sim;1039257;Automóvel;FIAT/PALIO ATTRACTIV 1.0;2016;Condutor;Lesões Leves;30;Masculino;0;1;0;0;-29,988646;-51,236553;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
582860;1297473;23/02/2024;sexta-feira;20:00:00;RS;290;100;PORTO ALEGRE;Sim;Estacionar ou parar em local proibido;1;Colisão traseira;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Dupla;Reta;Sim;1039257;Automóvel;FIAT/PALIO ATTRACTIV 1.0;2016;Passageiro;Lesões Leves;28;Masculino;0;1;0;0;-29,988646;-51,236553;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
582860;1297478;23/02/2024;sexta-feira;20:00:00;RS;290;100;PORTO ALEGRE;Sim;Estacionar ou parar em local proibido;1;Colisão traseira;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Dupla;Reta;Sim;1039258;Caminhão;FORD/CARGO 4432 E;2007;Condutor;Ileso;34;Masculino;1;0;0;0;-29,988646;-51,236553;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
582860;1297481;23/02/2024;sexta-feira;20:00:00;RS;290;100;PORTO ALEGRE;Sim;Estacionar ou parar em local proibido;1;Colisão traseira;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Dupla;Reta;Sim;NA;NA;NA/NA;NA;Testemunha;Não Informado;NA;Não Informado;0;0;0;0;-29,988646;-51,236553;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
582860;1297475;23/02/2024;sexta-feira;20:00:00;RS;290;100;PORTO ALEGRE;Não;Manobra de mudança de faixa;1;Colisão traseira;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Dupla;Reta;Sim;1039257;Automóvel;FIAT/PALIO ATTRACTIV 1.0;2016;Passageiro;Ileso;27;Feminino;1;0;0;0;-29,988646;-51,236553;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
582860;1297471;23/02/2024;sexta-feira;20:00:00;RS;290;100;PORTO ALEGRE;Não;Manobra de mudança de faixa;1;Colisão traseira;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Dupla;Reta;Sim;1039257;Automóvel;FIAT/PALIO ATTRACTIV 1.0;2016;Condutor;Lesões Leves;30;Masculino;0;1;0;0;-29,988646;-51,236553;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
582860;1297473;23/02/2024;sexta-feira;20:00:00;RS;290;100;PORTO ALEGRE;Não;Manobra de mudança de faixa;1;Colisão traseira;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Dupla;Reta;Sim;1039257;Automóvel;FIAT/PALIO ATTRACTIV 1.0;2016;Passageiro;Lesões Leves;28;Masculino;0;1;0;0;-29,988646;-51,236553;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
582860;1297478;23/02/2024;sexta-feira;20:00:00;RS;290;100;PORTO ALEGRE;Não;Manobra de mudança de faixa;1;Colisão traseira;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Dupla;Reta;Sim;1039258;Caminhão;FORD/CARGO 4432 E;2007;Condutor;Ileso;34;Masculino;1;0;0;0;-29,988646;-51,236553;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
582860;1297481;23/02/2024;sexta-feira;20:00:00;RS;290;100;PORTO ALEGRE;Não;Manobra de mudança de faixa;1;Colisão traseira;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Dupla;Reta;Sim;NA;NA;NA/NA;NA;Testemunha;Não Informado;NA;Não Informado;0;0;0;0;-29,988646;-51,236553;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
582981;1297747;24/02/2024;sábado;10:40:00;RS;290;98;PORTO ALEGRE;Sim;Ausência de sinalização;1;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;Aclive;Não;1039476;Automóvel;FIAT/UNO WAY 1.0;2010;Condutor;Ileso;27;Masculino;1;0;0;0;-29,994816;-51,217403;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
582981;1297748;24/02/2024;sábado;10:40:00;RS;290;98;PORTO ALEGRE;Sim;Ausência de sinalização;1;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;Aclive;Não;1039477;Motocicleta;HONDA/CG 160 FAN;2023;Condutor;Lesões Graves;27;Masculino;0;0;1;0;-29,994816;-51,217403;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
583572;1299088;27/02/2024;terça-feira;03:15:00;RS;116;270;PORTO ALEGRE;Sim;Ausência de reação do condutor;1;Colisão com objeto;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Múltipla;Reta;Não;1040518;Automóvel;CHEV/TRACKER T A LTZ;2023;Condutor;Lesões Leves;40;Masculino;0;1;0;0;-29,969055;-51,167439;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
583596;1299147;27/02/2024;terça-feira;07:10:00;RS;290;88;PORTO ALEGRE;Sim;Reação tardia ou ineficiente do condutor;2;Queda de ocupante de veículo;Com Vítimas Feridas;Pleno dia;Decrescente;Nublado;Múltipla;Reta;Não;1040568;Motocicleta;HONDA/CB 300R;2009;Condutor;Lesões Leves;33;Feminino;0;1;0;0;-29,967531;-51,137264;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
583596;1299147;27/02/2024;terça-feira;07:10:00;RS;290;88;PORTO ALEGRE;Sim;Reação tardia ou ineficiente do condutor;1;Tombamento;Com Vítimas Feridas;Pleno dia;Decrescente;Nublado;Múltipla;Reta;Não;1040568;Motocicleta;HONDA/CB 300R;2009;Condutor;Lesões Leves;33;Feminino;0;1;0;0;-29,967531;-51,137264;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
583804;1299671;28/02/2024;quarta-feira;09:20:00;RS;290;95,4;PORTO ALEGRE;Sim;Manobra de mudança de faixa;1;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;"Curva;Viaduto";Não;1041008;Caminhão-trator;IVECO/STRALIS 570S46T;2011;Condutor;Ileso;51;Masculino;1;0;0;0;-29,982832;-51,201572;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
583804;NA;28/02/2024;quarta-feira;09:20:00;RS;290;95,4;PORTO ALEGRE;Sim;Manobra de mudança de faixa;1;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;"Curva;Viaduto";Não;1041009;Reboque;REB/TURISCAR BRILHANTE;1994;NA;NA;NA;NA;NA;NA;NA;NA;-29,982832;-51,201572;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
583804;1299672;28/02/2024;quarta-feira;09:20:00;RS;290;95,4;PORTO ALEGRE;Sim;Manobra de mudança de faixa;1;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;"Curva;Viaduto";Não;1040982;Caminhonete;CHEVROLET/S10 LS DD4;2019;Passageiro;Lesões Leves;77;Feminino;0;1;0;0;-29,982832;-51,201572;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
583804;1299648;28/02/2024;quarta-feira;09:20:00;RS;290;95,4;PORTO ALEGRE;Sim;Manobra de mudança de faixa;1;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;"Curva;Viaduto";Não;1040982;Caminhonete;CHEVROLET/S10 LS DD4;2019;Condutor;Ileso;78;Masculino;1;0;0;0;-29,982832;-51,201572;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
583978;1300074;29/02/2024;quinta-feira;07:00:00;RS;290;92;PORTO ALEGRE;Sim;Demais falhas mecânicas ou elétricas;1;Colisão com objeto;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Dupla;"Viaduto;Curva";Sim;1041320;Motoneta;HONDA/BIZ 100 ES;2013;Condutor;Lesões Graves;33;Feminino;0;0;1;0;-29,96839095;-51,17623895;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
584536;1301408;02/03/2024;sábado;18:38:00;RS;290;85;PORTO ALEGRE;Não;Reação tardia ou ineficiente do condutor;1;Atropelamento de Pedestre;Com Vítimas Fatais;Anoitecer;Crescente;Céu Claro;Dupla;Curva;Não;1042449;Automóvel;I/CHRYSLER 300C 3.6L V6;2012;Condutor;Ileso;53;Masculino;1;0;0;0;-29,96854247;-51,11041546;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
584536;1301412;02/03/2024;sábado;18:38:00;RS;290;85;PORTO ALEGRE;Não;Reação tardia ou ineficiente do condutor;1;Atropelamento de Pedestre;Com Vítimas Fatais;Anoitecer;Crescente;Céu Claro;Dupla;Curva;Não;NA;NA;NA/NA;NA;Testemunha;Não Informado;NA;Não Informado;0;0;0;0;-29,96854247;-51,11041546;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
584536;1301413;02/03/2024;sábado;18:38:00;RS;290;85;PORTO ALEGRE;Não;Reação tardia ou ineficiente do condutor;1;Atropelamento de Pedestre;Com Vítimas Fatais;Anoitecer;Crescente;Céu Claro;Dupla;Curva;Não;NA;NA;NA/NA;NA;Testemunha;Não Informado;NA;Não Informado;0;0;0;0;-29,96854247;-51,11041546;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
584536;1301411;02/03/2024;sábado;18:38:00;RS;290;85;PORTO ALEGRE;Não;Reação tardia ou ineficiente do condutor;1;Atropelamento de Pedestre;Com Vítimas Fatais;Anoitecer;Crescente;Céu Claro;Dupla;Curva;Não;NA;NA;NA/NA;NA;Pedestre;Óbito;11;Masculino;0;0;0;1;-29,96854247;-51,11041546;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
584536;1301408;02/03/2024;sábado;18:38:00;RS;290;85;PORTO ALEGRE;Sim;Pedestre andava na pista;1;Atropelamento de Pedestre;Com Vítimas Fatais;Anoitecer;Crescente;Céu Claro;Dupla;Curva;Não;1042449;Automóvel;I/CHRYSLER 300C 3.6L V6;2012;Condutor;Ileso;53;Masculino;1;0;0;0;-29,96854247;-51,11041546;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
584536;1301412;02/03/2024;sábado;18:38:00;RS;290;85;PORTO ALEGRE;Sim;Pedestre andava na pista;1;Atropelamento de Pedestre;Com Vítimas Fatais;Anoitecer;Crescente;Céu Claro;Dupla;Curva;Não;NA;NA;NA/NA;NA;Testemunha;Não Informado;NA;Não Informado;0;0;0;0;-29,96854247;-51,11041546;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
584536;1301413;02/03/2024;sábado;18:38:00;RS;290;85;PORTO ALEGRE;Sim;Pedestre andava na pista;1;Atropelamento de Pedestre;Com Vítimas Fatais;Anoitecer;Crescente;Céu Claro;Dupla;Curva;Não;NA;NA;NA/NA;NA;Testemunha;Não Informado;NA;Não Informado;0;0;0;0;-29,96854247;-51,11041546;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
584536;1301411;02/03/2024;sábado;18:38:00;RS;290;85;PORTO ALEGRE;Sim;Pedestre andava na pista;1;Atropelamento de Pedestre;Com Vítimas Fatais;Anoitecer;Crescente;Céu Claro;Dupla;Curva;Não;NA;NA;NA/NA;NA;Pedestre;Óbito;11;Masculino;0;0;0;1;-29,96854247;-51,11041546;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
585918;1304364;08/03/2024;sexta-feira;16:55:00;RS;448;22;PORTO ALEGRE;Sim;Chuva;1;Colisão com objeto;Com Vítimas Feridas;Pleno dia;Decrescente;Chuva;Dupla;Curva;Sim;1044762;Automóvel;RENAULT/LOGAN EXP 1016V;2013;Passageiro;Lesões Leves;31;Masculino;0;1;0;0;-29,972212;-51,199139;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
585918;1304341;08/03/2024;sexta-feira;16:55:00;RS;448;22;PORTO ALEGRE;Sim;Chuva;1;Colisão com objeto;Com Vítimas Feridas;Pleno dia;Decrescente;Chuva;Dupla;Curva;Sim;1044762;Automóvel;RENAULT/LOGAN EXP 1016V;2013;Condutor;Lesões Leves;32;Masculino;0;1;0;0;-29,972212;-51,199139;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
586221;1305057;10/03/2024;domingo;01:00:00;RS;290;97;PORTO ALEGRE;Sim;Reação tardia ou ineficiente do condutor;2;Queda de ocupante de veículo;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Dupla;"Ponte;Reta";Não;1045351;Motocicleta;YAMAHA/FACTOR YBR125 ED;2011;Condutor;Lesões Leves;30;Masculino;0;1;0;0;-29,997789;-51,20779;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
586221;1305058;10/03/2024;domingo;01:00:00;RS;290;97;PORTO ALEGRE;Sim;Reação tardia ou ineficiente do condutor;2;Queda de ocupante de veículo;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Dupla;"Ponte;Reta";Não;1045351;Motocicleta;YAMAHA/FACTOR YBR125 ED;2011;Passageiro;Lesões Graves;23;Feminino;0;0;1;0;-29,997789;-51,20779;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
586221;1306578;10/03/2024;domingo;01:00:00;RS;290;97;PORTO ALEGRE;Sim;Reação tardia ou ineficiente do condutor;2;Queda de ocupante de veículo;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Dupla;"Ponte;Reta";Não;1046529;Automóvel;I/NISSAN VERSA ADVNC CVT;0;Condutor;Não Informado;NA;Não Informado;0;0;0;0;-29,997789;-51,20779;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
586221;1305057;10/03/2024;domingo;01:00:00;RS;290;97;PORTO ALEGRE;Sim;Reação tardia ou ineficiente do condutor;1;Tombamento;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Dupla;"Ponte;Reta";Não;1045351;Motocicleta;YAMAHA/FACTOR YBR125 ED;2011;Condutor;Lesões Leves;30;Masculino;0;1;0;0;-29,997789;-51,20779;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
586221;1305058;10/03/2024;domingo;01:00:00;RS;290;97;PORTO ALEGRE;Sim;Reação tardia ou ineficiente do condutor;1;Tombamento;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Dupla;"Ponte;Reta";Não;1045351;Motocicleta;YAMAHA/FACTOR YBR125 ED;2011;Passageiro;Lesões Graves;23;Feminino;0;0;1;0;-29,997789;-51,20779;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
586221;1306578;10/03/2024;domingo;01:00:00;RS;290;97;PORTO ALEGRE;Sim;Reação tardia ou ineficiente do condutor;1;Tombamento;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Dupla;"Ponte;Reta";Não;1046529;Automóvel;I/NISSAN VERSA ADVNC CVT;0;Condutor;Não Informado;NA;Não Informado;0;0;0;0;-29,997789;-51,20779;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
586376;1305381;10/03/2024;domingo;16:30:00;RS;290;91;PORTO ALEGRE;Sim;Acessar a via sem observar a presença dos outros veículos;1;Colisão lateral mesmo sentido;Sem Vítimas;Pleno dia;Decrescente;Céu Claro;Múltipla;Reta;Sim;1045599;Automóvel;TOYOTA/COROLLA XEI20FLEX;2019;Condutor;Ileso;77;Masculino;1;0;0;0;-29,96976932;-51,16985321;SPRF-RS;DEL01-RS;UOP01-DEL01-RS
